address,born_chain,born_time,,value
0x2cd7e5bc9152cbdd5c934fba488f6c89c1c1a181,born_chain： eth,born_time： 2022-06-25 17：30：44,usd,1706.240435
0x0225a19241009b294b4d9b72930dce9865132c83,born_chain： eth,born_time： 2022-06-25 17：27：54,usd,1690.686603
0x4b2fe9b12eff2676c3a8f470b5fc864b0bcaa31f,born_chain： eth,born_time： 2022-06-25 16：35：31,usd,1662.378406
0x2bc63dd9db3d9281ac6d850321c4f5b542225b3e,born_chain： eth,born_time： 2022-06-25 16：22：00,usd,1729.685548
0x7c8e3f7cc4bf5aae5e9d5a0ea5a2936c920f67c8,born_chain： eth,born_time： 2022-06-25 16：16：19,usd,1666.000899
0x53bd493598dfeee4ea65ff048fd62023da8b5cb9,born_chain： eth,born_time： 2022-06-25 16：11：36,usd,1654.786578
0x12a9539afd56a96a1080ab773fe9ea6a1cf39788,born_chain： eth,born_time： 2022-06-25 15：56：26,usd,1684.022944
0x69e412ac64bf1bf191162ec145c12f59c3461e35,born_chain： eth,born_time： 2022-06-24 20：43：50,usd,1679.600734
0x2bbdb14317487aae6d79f0c1ce00ecf59e128c16,born_chain： eth,born_time： 2022-06-24 19：53：27,usd,1659.071754
0x64eb75ae01cd4e957b8753c5431aca3bbcee6a5e,born_chain： eth,born_time： 2022-06-24 19：52：06,usd,1697.224148
0x3b875847519724e83b674f1ed33847a4778a3915,born_chain： eth,born_time： 2022-06-24 19：41：20,usd,1663.056599
0x1061eddeac324cb1e3cd8fdff385055088002fdb,born_chain： eth,born_time： 2022-06-24 19：41：20,usd,1651.716982
0x18d7560265c40dbd3bae63ef783f9017b93f9d3a,born_chain： eth,born_time： 2022-06-24 19：30：45,usd,1699.477159
0x66714eedba837761c120e89e080b7d34ecaf0790,born_chain： eth,born_time： 2022-06-24 19：24：38,usd,1693.475042
0x7eeb976bd07c41e7d038be7687ea8bf365669274,born_chain： eth,born_time： 2022-06-24 18：18：27,usd,1661.461947
0x073d53193370edad533a78cbf34cfe39c41f10ce,born_chain： eth,born_time： 2022-06-24 16：42：07,usd,1689.563594
0x76863346c46c2561a702e120a4b9b3a56a786b2f,born_chain： eth,born_time： 2022-06-24 03：52：26,usd,1733.581581
0x33e5dc33090e03c136699111fa4d41e27a7f4cce,born_chain： eth,born_time： 2022-06-24 00：27：37,usd,1697.587725
0x486dcc1d449357266bb6818c6561d939596172db,born_chain： eth,born_time： 2022-06-23 23：53：31,usd,1672.739991
0x15fda17c8ee43df693b056bc74c329f68a8c8eaa,born_chain： eth,born_time： 2022-06-23 23：32：51,usd,1698.349738
0x1b744a46570620bf944087786ee5004a77222f29,born_chain： eth,born_time： 2022-06-23 23：25：22,usd,1668.018935
0x7787a9c241dcaa9da085402ef60d41c82ac9d518,born_chain： eth,born_time： 2022-06-23 23：03：29,usd,1652.166634
0x83375bb51beb330f6115c98595d82ce8d610ba59,born_chain： eth,born_time： 2022-06-23 22：12：43,usd,1663.426272
0x2785677acfbcab2a887c26b35fae31553d4a26a2,born_chain： eth,born_time： 2022-06-23 22：11：48,usd,1670.364537
0x238a621a39d073d44c5745c917c2df7ac66b6302,born_chain： eth,born_time： 2022-06-23 20：41：54,usd,1715.557647
0x6b416d33d41a5ecc9ba761c4e2863e7b429e7570,born_chain： eth,born_time： 2022-06-23 18：39：13,usd,1684.201353
0x40d123ec62c559d3c21bd68bd92bbb607b11f685,born_chain： eth,born_time： 2022-06-23 18：38：31,usd,1672.519829
0x1f2877ed1e7359a7b9715605da2066fe4589d219,born_chain： eth,born_time： 2022-06-23 18：28：28,usd,1655.063918
0x11ffaf5785335098b47b67bd8b1a9f9294b6a7aa,born_chain： eth,born_time： 2022-06-23 18：04：49,usd,1669.558101
0x553bb23a2956e641fffb27d46de6072a2b1e4bd7,born_chain： eth,born_time： 2022-06-23 17：37：29,usd,1675.507488
0x250725b11a10c0252f53644f67a2f1c1da5a5048,born_chain： eth,born_time： 2022-06-23 17：32：23,usd,1695.703114
0x035dc21bbe63ba825af7579ebd46280965496771,born_chain： eth,born_time： 2022-06-23 04：39：14,usd,1686.665175
0x0a72a2e2259aae28462cd0e3ea9e0b5512f47592,born_chain： eth,born_time： 2022-06-23 04：33：53,usd,1658.649992
0x096a7d5a93371b943c5debd68dd88002c81f87d8,born_chain： eth,born_time： 2022-06-23 04：28：54,usd,1674.924991
0x838d5eaa793c9372b447d8e471cf2fa859a8b9d6,born_chain： eth,born_time： 2022-06-23 04：23：45,usd,1694.093375
0x53d5b28fc4592a25c1996f106024ea2c709503fe,born_chain： eth,born_time： 2022-06-23 04：03：01,usd,1676.495293
0x336bd1d2d769a98ce2429633acd5c7b2ddd1e06d,born_chain： eth,born_time： 2022-06-23 03：49：04,usd,1714.512069
0x3ce32c2b7c943b4f6a0b8162b2c0e89022e6c859,born_chain： eth,born_time： 2022-06-23 03：40：05,usd,1652.843928
0x0c0a3ab01233d32f6702f288f69405014a0690d1,born_chain： eth,born_time： 2022-06-23 03：25：59,usd,1691.567976
0x60039ef8c1449455e33a070c77c5a50e9b5ace55,born_chain： eth,born_time： 2022-06-23 03：21：45,usd,1673.260496
0x49111c286466c6fc1497ecd4471f804944438031,born_chain： eth,born_time： 2022-06-23 03：18：19,usd,1701.013901
0x4b964e045c2f2f02daf6f38544ad226cc214d423,born_chain： eth,born_time： 2022-06-23 03：06：24,usd,1671.244108
0x326a6ed1d35a0cc5ee99baac40ebc63e6750c457,born_chain： eth,born_time： 2022-06-23 02：58：21,usd,1703.757866
0x77c077a275f60178df113e02efb6e07daac580c0,born_chain： eth,born_time： 2022-06-23 00：28：55,usd,1652.999316
0x59d80e7f8df99ef7d66c4fbb69c874d5cf3f10a0,born_chain： eth,born_time： 2022-06-22 23：52：34,usd,1662.188167
0x5c50d84453934e6d87aad64454d7968f92cf48cb,born_chain： eth,born_time： 2022-06-22 23：52：05,usd,1665.52569
0x501585bc4ac6e6f06857d1bf08cbf9bcad724957,born_chain： eth,born_time： 2022-06-22 23：49：51,usd,1700.338258
0x7b5bf82cd7f711673c5c9029a860fd0d0e0ae20d,born_chain： eth,born_time： 2022-06-22 23：43：08,usd,1668.939555
0x37cf987be5404ffde283196f8ccf051c26e96351,born_chain： eth,born_time： 2022-06-22 22：27：12,usd,1665.951884
0x2d6ba4b2783f62aae279c861c46dc6402db62d75,born_chain： eth,born_time： 2022-06-22 22：00：58,usd,1705.930418
0x531f9449c8b387d61a9a44fbe00ada311c0e923f,born_chain： eth,born_time： 2022-06-22 21：55：51,usd,1656.241021
0x1791c4e9ea8f5d9785fd9dffb1204db0ebf4f875,born_chain： eth,born_time： 2022-06-22 21：53：51,usd,1661.333324
0x508fc43378d095f8f01a90cf3487b1e20ae51fdf,born_chain： eth,born_time： 2022-06-22 21：47：48,usd,1673.762072
0x6477c7d135988b74c6cff3bcc1b682cd2b0e82bd,born_chain： eth,born_time： 2022-06-22 21：45：48,usd,1683.751198
0x2f53b5fd8696d5a508b76e3097d639c12269f946,born_chain： eth,born_time： 2022-06-22 21：42：29,usd,1671.64816
0x873f36441389cddbb343648e1fe179c502f8eca1,born_chain： eth,born_time： 2022-06-22 21：26：44,usd,1671.485129
0x46ee2a1866fb0b80710850894d2dc89d4d6cd8d6,born_chain： eth,born_time： 2022-06-22 21：24：30,usd,1698.491041
0x84979adc75cc0485d357fb653973dffe79ac7c16,born_chain： eth,born_time： 2022-06-22 21：17：57,usd,1651.697382
0x70615d1963eea40ef1b6c720b300999f4192b0ba,born_chain： eth,born_time： 2022-06-22 21：07：42,usd,1672.929289
0x65605947ed0fde7db06f438b67dbbf86fd0ef627,born_chain： eth,born_time： 2022-06-22 20：38：12,usd,1671.808317
0x7478e9cdec59169967ef53518ece0abc24e10a7a,born_chain： eth,born_time： 2022-06-22 20：34：50,usd,1691.091635
0x29b2ae2dee50a2107d5cc1fbfa9095bb786fb38b,born_chain： eth,born_time： 2022-06-22 20：27：34,usd,1665.35829
